"Area","Year","Item","Unit","Value","per_sqkm","land_cover_percent","Continent"
"Afghanistan",1998,"Roundwood","m3",2881995,4.41441503538278,1.85099408755323,"Asia"
"Afghanistan",2014,"Roundwood","m3",3518409,5.38922433599853,1.85099408755323,"Asia"
"Afghanistan",1991,"Wood fuel","m3",711747,1.09019851116625,1.85099408755323,"Asia"
"Afghanistan",1996,"Wood fuel","m3",1019335,1.56133780596146,1.85099408755323,"Asia"
"Afghanistan",1997,"Wood fuel","m3",1093711,1.67526115859449,1.85099408755323,"Asia"
"Afghanistan",1995,"Wood fuel","m3",947462,1.45124835339889,1.85099408755323,"Asia"
"Afghanistan",1990,"Roundwood","m3",2155216,3.3011916796863,1.85099408755323,"Asia"
"Afghanistan",2016,"Roundwood","m3",3583797,5.48938057163864,1.85099408755323,"Asia"
"Afghanistan",1994,"Roundwood","m3",2508164,3.8418098826701,1.85099408755323,"Asia"
"Afghanistan",1998,"Wood fuel","m3",1144995,1.75381398768496,1.85099408755323,"Asia"
"Afghanistan",2013,"Wood fuel","m3",1725812,2.64346414238887,1.85099408755323,"Asia"
"Afghanistan",1992,"Wood fuel","m3",758676,1.16208069111295,1.85099408755323,"Asia"
"Afghanistan",2016,"Wood fuel","m3",1823797,2.79354991881874,1.85099408755323,"Asia"
"Afghanistan",1993,"Roundwood","m3",2399089,3.67473730968355,1.85099408755323,"Asia"
"Afghanistan",1994,"Wood fuel","m3",880164,1.34816652881169,1.85099408755323,"Asia"
"Afghanistan",1995,"Roundwood","m3",2614462,4.00462886376865,1.85099408755323,"Asia"
"Afghanistan",1993,"Wood fuel","m3",816089,1.25002144410747,1.85099408755323,"Asia"
"Afghanistan",1996,"Roundwood","m3",2716335,4.1606699751861,1.85099408755323,"Asia"
"Afghanistan",1997,"Roundwood","m3",2811711,4.30675948901755,1.85099408755323,"Asia"
"Afghanistan",2002,"Roundwood","m3",3110626,4.76461415923781,1.85099408755323,"Asia"
"Afghanistan",1991,"Roundwood","m3",2206747,3.38012284410134,1.85099408755323,"Asia"
"Afghanistan",2010,"Wood fuel","m3",1641290,2.51399993873112,1.85099408755323,"Asia"
"Afghanistan",2011,"Wood fuel","m3",1655317,2.5354854026897,1.85099408755323,"Asia"
"Afghanistan",2011,"Roundwood","m3",3415317,5.2313160555096,1.85099408755323,"Asia"
"Afghanistan",1992,"Roundwood","m3",2294676,3.51480562448304,1.85099408755323,"Asia"
"Afghanistan",2013,"Roundwood","m3",3485812,5.33929479520877,1.85099408755323,"Asia"
"Afghanistan",1999,"Wood fuel","m3",1209992,1.85337132003799,1.85099408755323,"Asia"
"Afghanistan",2017,"Wood fuel","m3",1856559,2.84373219373219,1.85099408755323,"Asia"
"Afghanistan",2014,"Wood fuel","m3",1758409,2.69339368317863,1.85099408755323,"Asia"
"Afghanistan",2015,"Wood fuel","m3",1791747,2.7444582299421,1.85099408755323,"Asia"
"Afghanistan",2001,"Wood fuel","m3",1314150,2.01291241613822,1.85099408755323,"Asia"
"Afghanistan",2001,"Roundwood","m3",3074150,4.70874306895812,1.85099408755323,"Asia"
"Afghanistan",2002,"Wood fuel","m3",1350626,2.06878350641791,1.85099408755323,"Asia"
"Afghanistan",1990,"Wood fuel","m3",691216,1.05875072756793,1.85099408755323,"Asia"
"Afghanistan",2010,"Roundwood","m3",3401290,5.20983059155102,1.85099408755323,"Asia"
"Afghanistan",2003,"Roundwood","m3",3148176,4.82213031890451,1.85099408755323,"Asia"
"Afghanistan",2003,"Wood fuel","m3",1388176,2.12629966608461,1.85099408755323,"Asia"
"Afghanistan",2004,"Roundwood","m3",3186832,4.88134056306099,1.85099408755323,"Asia"
"Afghanistan",1999,"Roundwood","m3",2969992,4.54920197285789,1.85099408755323,"Asia"
"Afghanistan",2012,"Wood fuel","m3",1693939,2.59464356829948,1.85099408755323,"Asia"
"Afghanistan",2005,"Wood fuel","m3",1466629,2.24646784915602,1.85099408755323,"Asia"
"Afghanistan",2000,"Wood fuel","m3",1278715,1.95863584842079,1.85099408755323,"Asia"
"Afghanistan",2015,"Roundwood","m3",3551747,5.440288882762,1.85099408755323,"Asia"
"Afghanistan",2007,"Wood fuel","m3",1530522,2.34433416046319,1.85099408755323,"Asia"
"Afghanistan",2007,"Roundwood","m3",3290522,5.04016481328309,1.85099408755323,"Asia"
"Afghanistan",2008,"Wood fuel","m3",1563634,2.39505253806329,1.85099408755323,"Asia"
"Afghanistan",2009,"Wood fuel","m3",1597549,2.44700088839874,1.85099408755323,"Asia"
"Afghanistan",2009,"Roundwood","m3",3357549,5.14283154121864,1.85099408755323,"Asia"
"Afghanistan",2017,"Roundwood","m3",3616559,5.53956284655209,1.85099408755323,"Asia"
"Afghanistan",2000,"Roundwood","m3",3038715,4.65446650124069,1.85099408755323,"Asia"
"Afghanistan",2006,"Wood fuel","m3",1498194,2.29481665288117,1.85099408755323,"Asia"
"Afghanistan",2012,"Roundwood","m3",3453939,5.29047422111938,1.85099408755323,"Asia"
"Afghanistan",2018,"Wood fuel","m3",1890051,2.89503262567779,1.85099408755323,"Asia"
"Afghanistan",2005,"Roundwood","m3",3226629,4.94229850197592,1.85099408755323,"Asia"
"Afghanistan",2020,"Wood fuel","m3",1924292,2.94748031737279,1.85099408755323,"Asia"
"Afghanistan",2006,"Roundwood","m3",3258194,4.99064730570107,1.85099408755323,"Asia"
"Afghanistan",2008,"Roundwood","m3",3323634,5.09088319088319,1.85099408755323,"Asia"
"Afghanistan",2019,"Roundwood","m3",3684292,5.64331097019269,1.85099408755323,"Asia"
"Afghanistan",2020,"Roundwood","m3",3684292,5.64331097019269,1.85099408755323,"Asia"
"Afghanistan",2004,"Wood fuel","m3",1426832,2.18550991024109,1.85099408755323,"Asia"
"Afghanistan",2018,"Roundwood","m3",3650051,5.59086327849769,1.85099408755323,"Asia"
"Afghanistan",2019,"Wood fuel","m3",1924292,2.94748031737279,1.85099408755323,"Asia"
"Albania",2009,"Pulp for paper","tonnes",0,0,28.4960948905109,"Europe"
"Albania",2009,"Wood pulp","tonnes",0,0,28.4960948905109,"Europe"
"Albania",2005,"Wood fuel","m3",221000,8.06569343065693,28.3096715328467,"Europe"
"Albania",2017,"Wood pulp","tonnes",0,0,28.7982664233577,"Europe"
"Albania",2017,"Wood fuel","m3",1100000,40.1459854014599,28.7982664233577,"Europe"
"Albania",2005,"Roundwood","m3",296200,10.8102189781022,28.3096715328467,"Europe"
"Albania",2009,"Roundwood","m3",430000,15.6934306569343,28.4960948905109,"Europe"
"Albania",2005,"Pulp for paper","tonnes",0,0,28.3096715328467,"Europe"
"Albania",2008,"Pulp for paper","tonnes",0,0,28.4494890510949,"Europe"
"Albania",2006,"Pulp for paper","tonnes",0,0,28.3562773722628,"Europe"
"Albania",2006,"Wood fuel","m3",221000,8.06569343065693,28.3562773722628,"Europe"
"Albania",2008,"Wood fuel","m3",350000,12.7737226277372,28.4494890510949,"Europe"
"Albania",2008,"Roundwood","m3",430000,15.6934306569343,28.4494890510949,"Europe"
"Albania",1997,"Wood pulp","tonnes",15500,0.565693430656934,28.2901459854015,"Europe"
"Albania",1998,"Roundwood","m3",355410,12.9711678832117,28.2189781021898,"Europe"
"Albania",1998,"Pulp for paper","tonnes",15900,0.58029197080292,28.2189781021898,"Europe"
"Albania",2017,"Roundwood","m3",1180010,43.0660583941606,28.7982664233577,"Europe"
"Albania",2006,"Wood pulp","tonnes",0,0,28.3562773722628,"Europe"
"Albania",2006,"Roundwood","m3",296200,10.8102189781022,28.3562773722628,"Europe"
"Albania",1996,"Wood pulp","tonnes",15500,0.565693430656934,28.3613138686131,"Europe"
"Albania",2007,"Wood fuel","m3",350000,12.7737226277372,28.4028832116788,"Europe"
"Albania",2007,"Pulp for paper","tonnes",0,0,28.4028832116788,"Europe"
"Albania",2008,"Wood pulp","tonnes",0,0,28.4494890510949,"Europe"
"Albania",2007,"Wood pulp","tonnes",0,0,28.4028832116788,"Europe"
"Albania",2009,"Wood fuel","m3",350000,12.7737226277372,28.4960948905109,"Europe"
"Albania",2004,"Roundwood","m3",296200,10.8102189781022,28.2630656934307,"Europe"
"Albania",2004,"Pulp for paper","tonnes",0,0,28.2630656934307,"Europe"
"Albania",2015,"Roundwood","m3",1180010,43.0660583941606,28.8024635036496,"Europe"
"Albania",2015,"Wood pulp","tonnes",0,0,28.8024635036496,"Europe"
"Albania",2015,"Wood fuel","m3",1100000,40.1459854014599,28.8024635036496,"Europe"
"Albania",2005,"Wood pulp","tonnes",0,0,28.3096715328467,"Europe"
"Albania",2017,"Pulp for paper","tonnes",0,0,28.7982664233577,"Europe"
"Albania",2016,"Wood pulp","tonnes",0,0,28.8003649635037,"Europe"
"Albania",1996,"Wood fuel","m3",345500,12.6094890510949,28.3613138686131,"Europe"
"Albania",2018,"Roundwood","m3",1180010,43.0660583941606,28.7961678832117,"Europe"
"Albania",2007,"Roundwood","m3",430000,15.6934306569343,28.4028832116788,"Europe"
"Albania",2018,"Wood fuel","m3",1100000,40.1459854014599,28.7961678832117,"Europe"
"Albania",2018,"Pulp for paper","tonnes",0,0,28.7961678832117,"Europe"
"Albania",1997,"Wood fuel","m3",345500,12.6094890510949,28.2901459854015,"Europe"
"Albania",1997,"Pulp for paper","tonnes",15900,0.58029197080292,28.2901459854015,"Europe"
"Albania",2019,"Roundwood","m3",1180010,43.0660583941606,28.7940693430657,"Europe"
"Albania",2019,"Wood pulp","tonnes",0,0,28.7940693430657,"Europe"
"Albania",2019,"Pulp for paper","tonnes",0,0,28.7940693430657,"Europe"
"Albania",1998,"Wood pulp","tonnes",15500,0.565693430656934,28.2189781021898,"Europe"
"Albania",2010,"Wood pulp","tonnes",0,0,28.542700729927,"Europe"
"Albania",2010,"Wood fuel","m3",350000,12.7737226277372,28.542700729927,"Europe"
"Albania",2016,"Wood fuel","m3",1100000,40.1459854014599,28.8003649635037,"Europe"
"Albania",2003,"Roundwood","m3",296200,10.8102189781022,28.2164598540146,"Europe"
"Albania",2018,"Wood pulp","tonnes",0,0,28.7961678832117,"Europe"
"Albania",1991,"Wood pulp","tonnes",15500,0.565693430656934,28.7171532846715,"Europe"
"Albania",1991,"Roundwood","m3",2556000,93.2846715328467,28.7171532846715,"Europe"
"Albania",2000,"Roundwood","m3",447000,16.3138686131387,28.0766423357664,"Europe"
"Albania",1991,"Pulp for paper","tonnes",15900,0.58029197080292,28.7171532846715,"Europe"
"Albania",1991,"Wood fuel","m3",1556000,56.7883211678832,28.7171532846715,"Europe"
"Albania",1992,"Wood fuel","m3",1556000,56.7883211678832,28.6459854014599,"Europe"
"Albania",1992,"Roundwood","m3",2556000,93.2846715328467,28.6459854014599,"Europe"
"Albania",1992,"Wood pulp","tonnes",15500,0.565693430656934,28.6459854014599,"Europe"
"Albania",2002,"Wood pulp","tonnes",0,0,28.1698540145985,"Europe"
"Albania",2002,"Wood fuel","m3",222200,8.10948905109489,28.1698540145985,"Europe"
"Albania",2003,"Wood fuel","m3",221000,8.06569343065693,28.2164598540146,"Europe"
"Albania",1995,"Pulp for paper","tonnes",15900,0.58029197080292,28.4324817518248,"Europe"
"Albania",1996,"Pulp for paper","tonnes",15900,0.58029197080292,28.3613138686131,"Europe"
"Albania",1996,"Roundwood","m3",409000,14.9270072992701,28.3613138686131,"Europe"
"Albania",1997,"Roundwood","m3",409000,14.9270072992701,28.2901459854015,"Europe"
"Albania",2004,"Wood pulp","tonnes",0,0,28.2630656934307,"Europe"
"Albania",2004,"Wood fuel","m3",221000,8.06569343065693,28.2630656934307,"Europe"
"Albania",2014,"Pulp for paper","tonnes",0,0,28.7505109489051,"Europe"
"Albania",1994,"Pulp for paper","tonnes",15900,0.58029197080292,28.5036496350365,"Europe"
"Albania",1994,"Wood fuel","m3",345500,12.6094890510949,28.5036496350365,"Europe"
"Albania",1994,"Wood pulp","tonnes",15500,0.565693430656934,28.5036496350365,"Europe"
"Albania",2015,"Pulp for paper","tonnes",0,0,28.8024635036496,"Europe"
"Albania",2016,"Roundwood","m3",1180010,43.0660583941606,28.8003649635037,"Europe"
"Albania",2016,"Pulp for paper","tonnes",0,0,28.8003649635037,"Europe"
"Albania",2010,"Pulp for paper","tonnes",0,0,28.542700729927,"Europe"
"Albania",2003,"Wood pulp","tonnes",0,0,28.2164598540146,"Europe"
"Albania",2003,"Pulp for paper","tonnes",0,0,28.2164598540146,"Europe"
"Albania",2000,"Pulp for paper","tonnes",0,0,28.0766423357664,"Europe"
"Albania",1990,"Roundwood","m3",2076000,75.7664233576642,28.7883211678832,"Europe"
"Albania",1990,"Wood pulp","tonnes",15500,0.565693430656934,28.7883211678832,"Europe"
"Albania",2000,"Wood fuel","m3",324000,11.8248175182482,28.0766423357664,"Europe"
"Albania",2001,"Roundwood","m3",264600,9.65693430656934,28.1232481751825,"Europe"
"Albania",2001,"Pulp for paper","tonnes",0,0,28.1232481751825,"Europe"
"Albania",2001,"Wood pulp","tonnes",0,0,28.1232481751825,"Europe"
"Albania",2001,"Wood fuel","m3",186600,6.81021897810219,28.1232481751825,"Europe"
"Albania",1998,"Wood fuel","m3",340330,12.420802919708,28.2189781021898,"Europe"
"Albania",1999,"Wood fuel","m3",174000,6.35036496350365,28.1478102189781,"Europe"
"Albania",2012,"Roundwood","m3",1180000,43.0656934306569,28.6466058394161,"Europe"
"Albania",2012,"Wood pulp","tonnes",0,0,28.6466058394161,"Europe"
"Albania",1992,"Pulp for paper","tonnes",15900,0.58029197080292,28.6459854014599,"Europe"
"Albania",1993,"Pulp for paper","tonnes",15900,0.58029197080292,28.5748175182482,"Europe"
"Albania",1993,"Wood fuel","m3",538000,19.6350364963504,28.5748175182482,"Europe"
"Albania",2014,"Wood fuel","m3",1100000,40.1459854014599,28.7505109489051,"Europe"
"Albania",2014,"Roundwood","m3",1180010,43.0660583941606,28.7505109489051,"Europe"
"Albania",1994,"Roundwood","m3",409000,14.9270072992701,28.5036496350365,"Europe"
"Albania",2011,"Wood pulp","tonnes",0,0,28.5946532846715,"Europe"
"Albania",2011,"Pulp for paper","tonnes",0,0,28.5946532846715,"Europe"
"Albania",2011,"Roundwood","m3",1180000,43.0656934306569,28.5946532846715,"Europe"
"Albania",2002,"Pulp for paper","tonnes",0,0,28.1698540145985,"Europe"
"Albania",2002,"Roundwood","m3",304800,11.1240875912409,28.1698540145985,"Europe"
"Albania",1995,"Wood pulp","tonnes",15500,0.565693430656934,28.4324817518248,"Europe"
"Albania",1999,"Roundwood","m3",230000,8.39416058394161,28.1478102189781,"Europe"
"Albania",1999,"Pulp for paper","tonnes",0,0,28.1478102189781,"Europe"
"Albania",1999,"Wood pulp","tonnes",0,0,28.1478102189781,"Europe"
"Albania",2000,"Wood pulp","tonnes",0,0,28.0766423357664,"Europe"
"Albania",1990,"Pulp for paper","tonnes",15900,0.58029197080292,28.7883211678832,"Europe"
"Albania",1993,"Roundwood","m3",595000,21.7153284671533,28.5748175182482,"Europe"
"Albania",1990,"Wood fuel","m3",1556000,56.7883211678832,28.7883211678832,"Europe"
"Albania",2014,"Wood pulp","tonnes",0,0,28.7505109489051,"Europe"
"Albania",2020,"Roundwood","m3",1180010,43.0660583941606,28.7919708029197,"Europe"
"Albania",2013,"Roundwood","m3",1180010,43.0660583941606,28.6985583941606,"Europe"
"Albania",1995,"Roundwood","m3",409000,14.9270072992701,28.4324817518248,"Europe"
"Albania",1995,"Wood fuel","m3",345500,12.6094890510949,28.4324817518248,"Europe"
"Albania",2013,"Wood pulp","tonnes",0,0,28.6985583941606,"Europe"
"Albania",2012,"Wood fuel","m3",1100000,40.1459854014599,28.6466058394161,"Europe"
"Albania",2020,"Wood fuel","m3",1100000,40.1459854014599,28.7919708029197,"Europe"
"Albania",2013,"Wood fuel","m3",1100000,40.1459854014599,28.6985583941606,"Europe"
"Albania",2019,"Wood fuel","m3",1100000,40.1459854014599,28.7940693430657,"Europe"
"Albania",2020,"Pulp for paper","tonnes",0,0,28.7919708029197,"Europe"
"Albania",2010,"Roundwood","m3",430000,15.6934306569343,28.542700729927,"Europe"
"Albania",1993,"Wood pulp","tonnes",15500,0.565693430656934,28.5748175182482,"Europe"
"Albania",2013,"Pulp for paper","tonnes",0,0,28.6985583941606,"Europe"
"Albania",2012,"Pulp for paper","tonnes",0,0,28.6466058394161,"Europe"
"Albania",2011,"Wood fuel","m3",1100000,40.1459854014599,28.5946532846715,"Europe"
"Albania",2020,"Wood pulp","tonnes",0,0,28.7919708029197,"Europe"
"Algeria",2013,"Wood fuel","m3",8388030,3.52180758605053,0.814866442180927,"Africa"
"Algeria",2015,"Roundwood","m3",8671832,3.6409650087751,0.821248331052088,"Africa"
"Algeria",2016,"Wood fuel","m3",8583772,3.60399203943336,0.820660525498165,"Africa"
"Algeria",2011,"Wood fuel","m3",8246177,3.46224902802153,0.808484553309765,"Africa"
"Algeria",2015,"Pulp for paper","tonnes",2000,0.000839722219889661,0.821248331052088,"Africa"
"Algeria",1998,"Roundwood","m3",7268915,3.05193471999463,0.670350248137916,"Africa"
"Algeria",2012,"Roundwood","m3",8455290,3.55004744430542,0.811675497745346,"Africa"
"Algeria",1998,"Wood fuel","m3",6824915,2.86551638717912,0.670350248137916,"Africa"
"Algeria",2013,"Roundwood","m3",8526630,3.58000033588889,0.814866442180927,"Africa"
"Algeria",2011,"Roundwood","m3",8384777,3.52044177785988,0.808484553309765,"Africa"
"Algeria",2000,"Wood fuel","m3",7074136,2.97015459286068,0.662960692602887,"Africa"
"Algeria",2001,"Roundwood","m3",7396295,3.1054166281794,0.677193984230017,"Africa"
"Algeria",2001,"Wood fuel","m3",7188295,3.01808551731087,0.677193984230017,"Africa"
"Algeria",2010,"Roundwood","m3",8321080,3.49369788473973,0.805293608874184,"Africa"
"Algeria",2012,"Wood fuel","m3",8316690,3.49185469446707,0.811675497745346,"Africa"
"Algeria",2007,"Pulp for paper","tonnes",2000,0.000839722219889661,0.762593733992795,"Africa"
"Algeria",2007,"Roundwood","m3",7969540,3.34609991014972,0.762593733992795,"Africa"
"Algeria",1998,"Pulp for paper","tonnes",21000,0.00881708330884143,0.670350248137916,"Africa"
"Algeria",2013,"Pulp for paper","tonnes",2000,0.000839722219889661,0.814866442180927,"Africa"
"Algeria",2014,"Wood fuel","m3",8460208,3.55211232124413,0.818057386616507,"Africa"
"Algeria",2014,"Pulp for paper","tonnes",2000,0.000839722219889661,0.818057386616507,"Africa"
"Algeria",2015,"Wood fuel","m3",8533232,3.58277225893674,0.821248331052088,"Africa"
"Algeria",2014,"Roundwood","m3",8598808,3.61030507108249,0.818057386616507,"Africa"
"Algeria",2010,"Pulp for paper","tonnes",2000,0.000839722219889661,0.805293608874184,"Africa"
"Algeria",2010,"Wood fuel","m3",8176480,3.43298596824171,0.805293608874184,"Africa"
"Algeria",1996,"Wood fuel","m3",6549969,2.75007725444423,0.677739803672945,"Africa"
"Algeria",1996,"Pulp for paper","tonnes",21000,0.00881708330884143,0.677739803672945,"Africa"
"Algeria",2011,"Pulp for paper","tonnes",2000,0.000839722219889661,0.808484553309765,"Africa"
"Algeria",2012,"Pulp for paper","tonnes",2000,0.000839722219889661,0.811675497745346,"Africa"
"Algeria",1997,"Pulp for paper","tonnes",21000,0.00881708330884143,0.67404502590543,"Africa"
"Algeria",2016,"Pulp for paper","tonnes",2000,0.000839722219889661,0.820660525498165,"Africa"
"Algeria",1999,"Pulp for paper","tonnes",21000,0.00881708330884143,0.666655470370402,"Africa"
"Algeria",1999,"Wood fuel","m3",6948087,2.91723151981325,0.666655470370402,"Africa"
"Algeria",1999,"Roundwood","m3",7399087,3.10658888039836,0.666655470370402,"Africa"
"Algeria",2000,"Roundwood","m3",7236136,3.03817209267174,0.662960692602887,"Africa"
"Algeria",2009,"Wood fuel","m3",8071609,3.38895471378068,0.791060317247055,"Africa"
"Algeria",2000,"Pulp for paper","tonnes",5000,0.00209930554972415,0.662960692602887,"Africa"
"Algeria",1991,"Pulp for paper","tonnes",21000,0.00881708330884143,0.696213692510518,"Africa"
"Algeria",1992,"Wood fuel","m3",5949453,2.4979439401446,0.692518914743003,"Africa"
"Algeria",1992,"Pulp for paper","tonnes",21000,0.00881708330884143,0.692518914743003,"Africa"
"Algeria",2001,"Pulp for paper","tonnes",2000,0.000839722219889661,0.677193984230017,"Africa"
"Algeria",2002,"Pulp for paper","tonnes",2000,0.000839722219889661,0.691427275857146,"Africa"
"Algeria",2002,"Wood fuel","m3",7304790,3.0669972373139,0.691427275857146,"Africa"
"Algeria",1993,"Wood fuel","m3",6150578,2.58238850588225,0.688824136975488,"Africa"
"Algeria",2007,"Wood fuel","m3",7866940,3.30302216026938,0.762593733992795,"Africa"
"Algeria",2008,"Wood fuel","m3",7968439,3.34563764306767,0.776827025619925,"Africa"
"Algeria",2017,"Roundwood","m3",8773392,3.68360610310109,0.820072719944242,"Africa"
"Algeria",2004,"Wood fuel","m3",7545003,3.16785333411707,0.719893859111406,"Africa"
"Algeria",2004,"Pulp for paper","tonnes",2000,0.000839722219889661,0.719893859111406,"Africa"
"Algeria",1991,"Wood fuel","m3",5810128,2.43944679100154,0.696213692510518,"Africa"
"Algeria",2009,"Roundwood","m3",8174209,3.43203246366102,0.791060317247055,"Africa"
"Algeria",1996,"Roundwood","m3",6977969,2.92977780950062,0.677739803672945,"Africa"
"Algeria",2005,"Wood fuel","m3",7668832,3.21984431550043,0.734127150738536,"Africa"
"Algeria",1992,"Roundwood","m3",6300453,2.64531518973524,0.692518914743003,"Africa"
"Algeria",1993,"Pulp for paper","tonnes",21000,0.00881708330884143,0.688824136975488,"Africa"
"Algeria",1993,"Roundwood","m3",6596578,2.76964656091765,0.688824136975488,"Africa"
"Algeria",2006,"Roundwood","m3",7841881,3.29250086071528,0.748360442365665,"Africa"
"Algeria",2002,"Roundwood","m3",7512790,3.15432834818242,0.691427275857146,"Africa"
"Algeria",2016,"Roundwood","m3",8722372,3.66218478927171,0.820660525498165,"Africa"
"Algeria",2008,"Roundwood","m3",8071039,3.38871539294801,0.776827025619925,"Africa"
"Algeria",2017,"Pulp for paper","tonnes",2000,0.000839722219889661,0.820072719944242,"Africa"
"Algeria",1990,"Roundwood","m3",5900620,2.47744086256266,0.699908470278032,"Africa"
"Algeria",2009,"Pulp for paper","tonnes",2000,0.000839722219889661,0.791060317247055,"Africa"
"Algeria",2004,"Roundwood","m3",7666503,3.21886645897537,0.719893859111406,"Africa"
"Algeria",2005,"Pulp for paper","tonnes",2000,0.000839722219889661,0.734127150738536,"Africa"
"Algeria",2019,"Pulp for paper","tonnes",2000,0.000839722219889661,0.818897108836397,"Africa"
"Algeria",2005,"Roundwood","m3",7742132,3.25062013485939,0.734127150738536,"Africa"
"Algeria",1997,"Roundwood","m3",7151169,3.00249775374306,0.67404502590543,"Africa"
"Algeria",1997,"Wood fuel","m3",6713169,2.81859858758723,0.67404502590543,"Africa"
"Algeria",1994,"Wood fuel","m3",6324009,2.6552054380411,0.685129359207974,"Africa"
"Algeria",2019,"Wood fuel","m3",8738293,3.66886939800314,0.818897108836397,"Africa"
"Algeria",2020,"Roundwood","m3",8876893,3.72706214784149,0.818309303282474,"Africa"
"Algeria",1994,"Roundwood","m3",6715009,2.81937113202952,0.685129359207974,"Africa"
"Algeria",1995,"Pulp for paper","tonnes",21000,0.00881708330884143,0.68143458144046,"Africa"
"Algeria",1994,"Pulp for paper","tonnes",21000,0.00881708330884143,0.685129359207974,"Africa"
"Algeria",1990,"Wood fuel","m3",5639620,2.36785711286706,0.699908470278032,"Africa"
"Algeria",1995,"Wood fuel","m3",6429825,2.69963346125102,0.68143458144046,"Africa"
"Algeria",2006,"Pulp for paper","tonnes",2000,0.000839722219889661,0.748360442365665,"Africa"
"Algeria",2003,"Pulp for paper","tonnes",2000,0.000839722219889661,0.705660567484276,"Africa"
"Algeria",2018,"Roundwood","m3",8824897,3.7052310495688,0.81948491439032,"Africa"
"Algeria",2006,"Wood fuel","m3",7767081,3.2610952496914,0.748360442365665,"Africa"
"Algeria",2003,"Roundwood","m3",7523973,3.15902365497493,0.705660567484276,"Africa"
"Algeria",1991,"Roundwood","m3",6143128,2.57926054061317,0.696213692510518,"Africa"
"Algeria",2019,"Roundwood","m3",8876893,3.72706214784149,0.818897108836397,"Africa"
"Algeria",2008,"Pulp for paper","tonnes",2000,0.000839722219889661,0.776827025619925,"Africa"
"Algeria",1995,"Roundwood","m3",6819825,2.8633792941295,0.68143458144046,"Africa"
"Algeria",2018,"Pulp for paper","tonnes",2000,0.000839722219889661,0.81948491439032,"Africa"
"Algeria",2003,"Wood fuel","m3",7423673,3.11691158564747,0.705660567484276,"Africa"
"Algeria",2020,"Pulp for paper","tonnes",2000,0.000839722219889661,0.818309303282474,"Africa"
"Algeria",2018,"Wood fuel","m3",8686297,3.64703829973045,0.81948491439032,"Africa"
"Algeria",2017,"Wood fuel","m3",8634792,3.62541335326274,0.820072719944242,"Africa"
"Algeria",2020,"Wood fuel","m3",8738293,3.66886939800314,0.818309303282474,"Africa"
"Algeria",1990,"Pulp for paper","tonnes",21000,0.00881708330884143,0.699908470278032,"Africa"
"Andorra",2016,"Wood fuel","m3",0,0,34.0425531914894,"Europe"
"Andorra",2012,"Wood fuel","m3",0,0,34.0425531914894,"Europe"
"Andorra",2011,"Wood fuel","m3",0,0,34.0425531914894,"Europe"
"Andorra",2012,"Roundwood","m3",0,0,34.0425531914894,"Europe"
"Andorra",2019,"Wood fuel","m3",0,0,34.0425531914894,"Europe"
"Andorra",2015,"Roundwood","m3",0,0,34.0425531914894,"Europe"
"Andorra",2015,"Wood fuel","m3",0,0,34.0425531914894,"Europe"
"Andorra",2014,"Roundwood","m3",0,0,34.0425531914894,"Europe"
"Andorra",2020,"Wood fuel","m3",0,0,34.0425531914894,"Europe"
"Andorra",2016,"Roundwood","m3",0,0,34.0425531914894,"Europe"
"Andorra",2018,"Wood fuel","m3",0,0,34.0425531914894,"Europe"
"Andorra",2011,"Roundwood","m3",0,0,34.0425531914894,"Europe"
"Andorra",2014,"Wood fuel","m3",0,0,34.0425531914894,"Europe"
"Andorra",2018,"Roundwood","m3",0,0,34.0425531914894,"Europe"
"Andorra",2019,"Roundwood","m3",0,0,34.0425531914894,"Europe"
"Andorra",2020,"Roundwood","m3",0,0,34.0425531914894,"Europe"
"Andorra",2017,"Wood fuel","m3",0,0,34.0425531914894,"Europe"
"Andorra",2009,"Wood fuel","m3",0,0,34.0425531914894,"Europe"
"Andorra",2017,"Roundwood","m3",0,0,34.0425531914894,"Europe"
"Andorra",2010,"Wood fuel","m3",0,0,34.0425531914894,"Europe"
"Andorra",2010,"Roundwood","m3",0,0,34.0425531914894,"Europe"
"Andorra",2013,"Roundwood","m3",0,0,34.0425531914894,"Europe"
"Andorra",2013,"Wood fuel","m3",0,0,34.0425531914894,"Europe"
"Andorra",2009,"Roundwood","m3",0,0,34.0425531914894,"Europe"
"Angola",2009,"Roundwood","m3",5024258,4.03004572070266,58.3244252827465,"Africa"
"Angola",2007,"Wood pulp","tonnes",0,0,59.2148736664795,"Africa"
"Angola",2007,"Pulp for paper","tonnes",0,0,59.2148736664795,"Africa"
"Angola",2006,"Roundwood","m3",4751966,3.8116355177669,59.660097858346,"Africa"
"Angola",2008,"Wood fuel","m3",3827738,3.07029598139087,58.769649474613,"Africa"
"Angola",2017,"Pulp for paper","tonnes",0,0,54.7626261329911,"Africa"
"Angola",2006,"Wood fuel","m3",3656066,2.93259485040507,59.660097858346,"Africa"
"Angola",1997,"Wood fuel","m3",2902919,2.32848239351889,62.7054311382049,"Africa"
"Angola",2009,"Wood pulp","tonnes",0,0,58.3244252827465,"Africa"
"Angola",2007,"Roundwood","m3",4836600,3.8795219379161,59.2148736664795,"Africa"
"Angola",2017,"Roundwood","m3",5926932,4.75409641453437,54.7626261329911,"Africa"
