"Area","Element","Item","Year","Value","Land.area..sq..km.","per_sqkm"
"Kenya","Producing Animals/Slaughtered","Meat, chicken",2008,20237,569140,0.0355571564114278
"Kenya","Producing Animals/Slaughtered","Meat, pig",1996,149608,569140,0.262866781459746
"Kenya","Producing Animals/Slaughtered","Meat, chicken",2010,22620,569140,0.0397441754225674
"Kenya","Producing Animals/Slaughtered","Meat, cattle",2008,1891900,569140,3.3241381733844
"Kenya","Area harvested","Soybeans",2016,2215,569140,0.00389183680640967
"Kenya","Area harvested","Soybeans",2018,2390,569140,0.00419931826967003
"Kenya","Area harvested","Soybeans",2012,1911,569140,0.00335769757880311
"Kenya","Producing Animals/Slaughtered","Meat, cattle",2016,2460200,569140,4.32266226236075
"Kenya","Area harvested","Soybeans",1994,2522,569140,0.00443124714481498
"Kenya","Producing Animals/Slaughtered","Meat, pig",2000,189000,569140,0.332079980321186
"Kenya","Producing Animals/Slaughtered","Meat, cattle",2014,2076713,569140,3.64886144006747
"Kenya","Producing Animals/Slaughtered","Meat, pig",1998,152846,569140,0.268556067048529
"Kenya","Area harvested","Soybeans",2014,2225,569140,0.00390940717573883
"Kenya","Producing Animals/Slaughtered","Meat, pig",2016,313600,569140,0.551006782162561
"Kenya","Producing Animals/Slaughtered","Meat, pig",1994,105605,569140,0.185551885300629
"Kenya","Producing Animals/Slaughtered","Meat, pig",2012,234400,569140,0.411849457075588
"Kenya","Producing Animals/Slaughtered","Meat, chicken",2004,16000,569140,0.0281125909266613
"Kenya","Producing Animals/Slaughtered","Meat, chicken",2006,18500,569140,0.0325051832589521
"Kenya","Producing Animals/Slaughtered","Meat, pig",2018,388200,569140,0.682081737358119
"Kenya","Producing Animals/Slaughtered","Meat, cattle",2012,2194200,569140,3.85529043820501
"Kenya","Producing Animals/Slaughtered","Meat, pig",2014,257200,569140,0.45190989914608
"Kenya","Producing Animals/Slaughtered","Meat, pig",1992,110000,569140,0.193274062620796
"Kenya","Area harvested","Soybeans",1992,2515,569140,0.00441894788628457
"Kenya","Area harvested","Soybeans",1990,2500,569140,0.00439259233229082
"Kiribati","Producing Animals/Slaughtered","Meat, chicken",2012,912,810,1.12592592592593
"Kiribati","Producing Animals/Slaughtered","Meat, pig",2004,21500,810,26.5432098765432
"Kiribati","Producing Animals/Slaughtered","Meat, chicken",2006,680,810,0.839506172839506
"Kiribati","Producing Animals/Slaughtered","Meat, chicken",2002,520,810,0.641975308641975
"Kiribati","Producing Animals/Slaughtered","Meat, chicken",1998,350,810,0.432098765432099
"Kiribati","Producing Animals/Slaughtered","Meat, chicken",2014,973,810,1.20123456790123
"Kiribati","Producing Animals/Slaughtered","Meat, chicken",1994,330,810,0.407407407407407
"Kiribati","Producing Animals/Slaughtered","Meat, chicken",1996,350,810,0.432098765432099
"Kiribati","Producing Animals/Slaughtered","Meat, chicken",2016,1088,810,1.34320987654321
"Kiribati","Producing Animals/Slaughtered","Meat, chicken",2004,530,810,0.654320987654321
"Kiribati","Producing Animals/Slaughtered","Meat, pig",2006,22000,810,27.1604938271605
"Kiribati","Producing Animals/Slaughtered","Meat, pig",2008,22200,810,27.4074074074074
"Kiribati","Producing Animals/Slaughtered","Meat, chicken",1990,300,810,0.37037037037037
"Kiribati","Producing Animals/Slaughtered","Meat, chicken",2000,364,810,0.449382716049383
"Kiribati","Producing Animals/Slaughtered","Meat, pig",1990,16300,810,20.1234567901235
"Kiribati","Producing Animals/Slaughtered","Meat, pig",1992,16300,810,20.1234567901235
"Kiribati","Producing Animals/Slaughtered","Meat, pig",2014,24188,810,29.8617283950617
"Kiribati","Producing Animals/Slaughtered","Meat, pig",1998,16800,810,20.7407407407407
"Kiribati","Producing Animals/Slaughtered","Meat, pig",2000,18600,810,22.962962962963
"Kiribati","Producing Animals/Slaughtered","Meat, pig",1994,16300,810,20.1234567901235
"Kiribati","Producing Animals/Slaughtered","Meat, pig",2012,23000,810,28.3950617283951
"Kiribati","Producing Animals/Slaughtered","Meat, chicken",2008,850,810,1.04938271604938
"Kiribati","Producing Animals/Slaughtered","Meat, chicken",2010,880,810,1.08641975308642
"Kiribati","Producing Animals/Slaughtered","Meat, pig",2002,21200,810,26.1728395061728
"Kiribati","Producing Animals/Slaughtered","Meat, chicken",1992,320,810,0.395061728395062
"Kiribati","Producing Animals/Slaughtered","Meat, pig",2016,24243,810,29.9296296296296
"Kiribati","Producing Animals/Slaughtered","Meat, pig",2018,24511,810,30.2604938271605
"Kiribati","Producing Animals/Slaughtered","Meat, chicken",2018,1158,810,1.42962962962963
"Kiribati","Producing Animals/Slaughtered","Meat, pig",1996,16800,810,20.7407407407407
"Kiribati","Producing Animals/Slaughtered","Meat, pig",2010,22500,810,27.7777777777778
"Kuwait","Producing Animals/Slaughtered","Meat, cattle",2004,2377,17820,0.133389450056117
"Kuwait","Producing Animals/Slaughtered","Meat, cattle",2002,3263,17820,0.1831088664422
"Kuwait","Producing Animals/Slaughtered","Meat, chicken",1998,26253,17820,1.47323232323232
"Kuwait","Producing Animals/Slaughtered","Meat, cattle",2012,5470,17820,0.30695847362514
"Kuwait","Producing Animals/Slaughtered","Meat, chicken",2008,28971,17820,1.62575757575758
"Kuwait","Producing Animals/Slaughtered","Meat, chicken",2010,32125,17820,1.80274971941639
"Kuwait","Producing Animals/Slaughtered","Meat, cattle",2010,7229,17820,0.405667789001122
"Kuwait","Producing Animals/Slaughtered","Meat, chicken",2018,45486,17820,2.55252525252525
"Kuwait","Producing Animals/Slaughtered","Meat, chicken",1990,19145,17820,1.07435465768799
"Kuwait","Producing Animals/Slaughtered","Meat, chicken",1992,8875,17820,0.498035914702581
"Kuwait","Producing Animals/Slaughtered","Meat, chicken",2006,24156,17820,1.35555555555556
"Kuwait","Producing Animals/Slaughtered","Meat, cattle",2000,3607,17820,0.202413019079686
"Kuwait","Producing Animals/Slaughtered","Meat, cattle",1998,2667,17820,0.1496632996633
"Kuwait","Producing Animals/Slaughtered","Meat, cattle",1994,2852,17820,0.160044893378227
"Kuwait","Producing Animals/Slaughtered","Meat, cattle",2006,4754,17820,0.266778900112233
"Kuwait","Producing Animals/Slaughtered","Meat, chicken",2002,26349,17820,1.47861952861953
"Kuwait","Producing Animals/Slaughtered","Meat, chicken",2004,24035,17820,1.34876543209877
"Kuwait","Producing Animals/Slaughtered","Meat, chicken",2016,40236,17820,2.25791245791246
"Kuwait","Producing Animals/Slaughtered","Meat, cattle",2014,6500,17820,0.364758698092031
"Kuwait","Producing Animals/Slaughtered","Meat, cattle",2016,5300,17820,0.297418630751964
"Kuwait","Producing Animals/Slaughtered","Meat, cattle",2018,5979,17820,0.335521885521885
"Kuwait","Producing Animals/Slaughtered","Meat, cattle",1992,800,17820,0.0448933782267116
"Kuwait","Producing Animals/Slaughtered","Meat, chicken",1996,21243,17820,1.19208754208754
"Kuwait","Producing Animals/Slaughtered","Meat, cattle",1990,8500,17820,0.47699214365881
"Kuwait","Producing Animals/Slaughtered","Meat, cattle",1996,3496,17820,0.19618406285073
"Kuwait","Producing Animals/Slaughtered","Meat, cattle",2008,5483,17820,0.307687991021324
"Kuwait","Producing Animals/Slaughtered","Meat, chicken",1994,18741,17820,1.0516835016835
"Kuwait","Producing Animals/Slaughtered","Meat, chicken",2000,23677,17820,1.32867564534231
"Kuwait","Producing Animals/Slaughtered","Meat, chicken",2014,36113,17820,2.02654320987654
"Kuwait","Producing Animals/Slaughtered","Meat, chicken",2012,37453,17820,2.10173961840629
"Kyrgyzstan","Producing Animals/Slaughtered","Meat, chicken",2000,2660,191800,0.0138686131386861
"Kyrgyzstan","Producing Animals/Slaughtered","Meat, cattle",1996,395000,191800,2.05943691345151
"Kyrgyzstan","Area harvested","Soybeans",2018,1623,191800,0.00846193952033368
"Kyrgyzstan","Producing Animals/Slaughtered","Meat, chicken",2002,3903,191800,0.0203493222106361
"Kyrgyzstan","Producing Animals/Slaughtered","Meat, chicken",1998,2300,191800,0.0119916579770594
"Kyrgyzstan","Producing Animals/Slaughtered","Meat, pig",1998,259700,191800,1.35401459854015
"Kyrgyzstan","Producing Animals/Slaughtered","Meat, pig",2000,229200,191800,1.19499478623566
"Kyrgyzstan","Producing Animals/Slaughtered","Meat, cattle",1994,370000,191800,1.92909280500521
"Kyrgyzstan","Producing Animals/Slaughtered","Meat, cattle",2006,520000,191800,2.711157455683
"Kyrgyzstan","Area harvested","Soybeans",2010,121,191800,0.000630865484880083
"Kyrgyzstan","Area harvested","Soybeans",2016,1033,191800,0.00538581856100104
"Kyrgyzstan","Producing Animals/Slaughtered","Meat, pig",2012,241000,191800,1.25651720542231
"Kyrgyzstan","Producing Animals/Slaughtered","Meat, cattle",1992,459000,191800,2.39311783107404
"Kyrgyzstan","Producing Animals/Slaughtered","Meat, chicken",2016,5640,191800,0.0294056308654849
"Kyrgyzstan","Producing Animals/Slaughtered","Meat, chicken",2018,4814,191800,0.0250990615224192
"Kyrgyzstan","Area harvested","Soybeans",2014,512,191800,0.00266944734098019
"Kyrgyzstan","Producing Animals/Slaughtered","Meat, pig",2010,240000,191800,1.25130344108446
"Kyrgyzstan","Producing Animals/Slaughtered","Meat, cattle",2010,550000,191800,2.86757038581856
"Kyrgyzstan","Producing Animals/Slaughtered","Meat, chicken",2004,3447,191800,0.0179718456725756
"Kyrgyzstan","Producing Animals/Slaughtered","Meat, chicken",2006,3800,191800,0.0198123044838373
"Kyrgyzstan","Producing Animals/Slaughtered","Meat, pig",1994,212000,191800,1.10531803962461
"Kyrgyzstan","Producing Animals/Slaughtered","Meat, chicken",1996,1900,191800,0.00990615224191867
"Kyrgyzstan","Producing Animals/Slaughtered","Meat, chicken",1994,5100,191800,0.0265901981230448
"Kyrgyzstan","Area harvested","Soybeans",2012,96,191800,0.000500521376433785
"Kyrgyzstan","Producing Animals/Slaughtered","Meat, cattle",2004,519200,191800,2.70698644421272
"Kyrgyzstan","Producing Animals/Slaughtered","Meat, chicken",2012,4500,191800,0.0234619395203337
"Kyrgyzstan","Producing Animals/Slaughtered","Meat, chicken",2014,4816,191800,0.0251094890510949
"Kyrgyzstan","Producing Animals/Slaughtered","Meat, pig",2014,249295,191800,1.2997653806048
"Kyrgyzstan","Producing Animals/Slaughtered","Meat, pig",1992,410000,191800,2.13764337851929
"Kyrgyzstan","Producing Animals/Slaughtered","Meat, cattle",2008,520000,191800,2.711157455683
"Kyrgyzstan","Producing Animals/Slaughtered","Meat, pig",2018,268978,191800,1.40238790406674
"Kyrgyzstan","Producing Animals/Slaughtered","Meat, pig",1996,260000,191800,1.3555787278415
"Kyrgyzstan","Producing Animals/Slaughtered","Meat, cattle",2014,569289,191800,2.96813868613139
"Kyrgyzstan","Producing Animals/Slaughtered","Meat, cattle",2016,454610,191800,2.37022940563087
"Kyrgyzstan","Producing Animals/Slaughtered","Meat, cattle",1998,489300,191800,2.55109489051095
"Kyrgyzstan","Producing Animals/Slaughtered","Meat, cattle",2000,525600,191800,2.74035453597497
"Kyrgyzstan","Area harvested","Soybeans",2008,11,191800,5.73514077163712e-05
"Kyrgyzstan","Area harvested","Soybeans",2006,251,191800,0.00130865484880083
"Kyrgyzstan","Producing Animals/Slaughtered","Meat, pig",2006,295000,191800,1.53806047966632
"Kyrgyzstan","Producing Animals/Slaughtered","Meat, pig",2008,279000,191800,1.45464025026069
"Kyrgyzstan","Producing Animals/Slaughtered","Meat, cattle",2012,554700,191800,2.89207507820647
"Kyrgyzstan","Producing Animals/Slaughtered","Meat, pig",2016,255252,191800,1.33082377476538
"Kyrgyzstan","Area harvested","Soybeans",1996,28,191800,0.000145985401459854
"Kyrgyzstan","Producing Animals/Slaughtered","Meat, cattle",2018,393035,191800,2.04919186652763
"Kyrgyzstan","Producing Animals/Slaughtered","Meat, chicken",1992,17500,191800,0.0912408759124088
"Kyrgyzstan","Area harvested","Soybeans",1994,278,191800,0.00144942648592284
"Kyrgyzstan","Producing Animals/Slaughtered","Meat, chicken",2010,3000,191800,0.0156412930135558
"Kyrgyzstan","Producing Animals/Slaughtered","Meat, pig",2004,293400,191800,1.52971845672576
"Kyrgyzstan","Area harvested","Soybeans",1998,26,191800,0.00013555787278415
"Kyrgyzstan","Area harvested","Soybeans",2004,830,191800,0.0043274244004171
"Kyrgyzstan","Producing Animals/Slaughtered","Meat, chicken",2008,4300,191800,0.0224191866527633
"Kyrgyzstan","Producing Animals/Slaughtered","Meat, cattle",2002,510436,191800,2.66129301355579
"Kyrgyzstan","Area harvested","Soybeans",2002,208,191800,0.0010844629822732
"Kyrgyzstan","Area harvested","Soybeans",1992,640,191800,0.00333680917622523
"Kyrgyzstan","Producing Animals/Slaughtered","Meat, pig",2002,241000,191800,1.25651720542231
"Kyrgyzstan","Area harvested","Soybeans",2000,80,191800,0.000417101147028154
"Latvia","Producing Animals/Slaughtered","Meat, chicken",2004,9223,62196,0.148289279053315
"Latvia","Producing Animals/Slaughtered","Meat, pig",1992,1297500,62196,20.8614701910091
"Latvia","Producing Animals/Slaughtered","Meat, pig",1994,648700,62196,10.4299311852852
"Latvia","Producing Animals/Slaughtered","Meat, chicken",2006,13271,62196,0.213373850408386
"Latvia","Area harvested","Soybeans",2010,NA,62196,NA
"Latvia","Producing Animals/Slaughtered","Meat, pig",2010,493164,62196,7.92919158788346
"Latvia","Producing Animals/Slaughtered","Meat, cattle",1992,612700,62196,9.8511158273844
"Latvia","Producing Animals/Slaughtered","Meat, chicken",2002,6777,62196,0.108961991124831
"Latvia","Producing Animals/Slaughtered","Meat, pig",2000,410344,62196,6.59759470062383
"Latvia","Producing Animals/Slaughtered","Meat, cattle",2006,114544,62196,1.84166184320535
"Latvia","Area harvested","Soybeans",2014,NA,62196,NA
"Latvia","Producing Animals/Slaughtered","Meat, cattle",1994,382400,62196,6.1483053572577
"Latvia","Producing Animals/Slaughtered","Meat, chicken",2000,5093,62196,0.0818862949385813
"Latvia","Producing Animals/Slaughtered","Meat, pig",1998,449348,62196,7.22470898450061
"Latvia","Producing Animals/Slaughtered","Meat, pig",2016,451031,62196,7.25176860248247
"Latvia","Producing Animals/Slaughtered","Meat, pig",2012,462891,62196,7.44245610650203
"Latvia","Producing Animals/Slaughtered","Meat, pig",1996,477310,62196,7.67428773554569
"Latvia","Producing Animals/Slaughtered","Meat, chicken",2010,15161,62196,0.24376165669818
"Latvia","Producing Animals/Slaughtered","Meat, chicken",2012,15215,62196,0.244629879735031
"Latvia","Producing Animals/Slaughtered","Meat, pig",2018,486140,62196,7.81625828027526
"Latvia","Producing Animals/Slaughtered","Meat, chicken",2008,13900,62196,0.223487040967265
"Latvia","Producing Animals/Slaughtered","Meat, chicken",1998,5368,62196,0.0863078011447682
"Latvia","Area harvested","Soybeans",2012,NA,62196,NA
"Latvia","Producing Animals/Slaughtered","Meat, chicken",2018,20047,62196,0.322319763328831
"Latvia","Producing Animals/Slaughtered","Meat, chicken",1996,5462,62196,0.0878191523570648
"Latvia","Producing Animals/Slaughtered","Meat, cattle",2008,115411,62196,1.85560164640813
"Latvia","Producing Animals/Slaughtered","Meat, pig",2014,466425,62196,7.49927648080262
"Latvia","Producing Animals/Slaughtered","Meat, cattle",1996,177360,62196,2.85163032992475
"Latvia","Producing Animals/Slaughtered","Meat, pig",2008,523795,62196,8.42168306643514
"Latvia","Producing Animals/Slaughtered","Meat, cattle",2010,107687,62196,1.73141359572963
"Latvia","Producing Animals/Slaughtered","Meat, cattle",2012,101181,62196,1.62680879799344
"Latvia","Area harvested","Soybeans",2016,NA,62196,NA
"Latvia","Producing Animals/Slaughtered","Meat, cattle",2004,132543,62196,2.13105344395138
"Latvia","Producing Animals/Slaughtered","Meat, chicken",1992,18519,62196,0.297752267026818
"Latvia","Area harvested","Soybeans",2018,0,62196,0
"Latvia","Area harvested","Soybeans",1992,0,62196,0
"Latvia","Producing Animals/Slaughtered","Meat, cattle",2014,98688,62196,1.58672583445881
"Latvia","Area harvested","Soybeans",2008,NA,62196,NA
"Latvia","Producing Animals/Slaughtered","Meat, cattle",1998,177609,62196,2.8556338028169
"Latvia","Producing Animals/Slaughtered","Meat, chicken",1994,8088,62196,0.130040517075053
"Latvia","Producing Animals/Slaughtered","Meat, chicken",2016,17541,62196,0.282027783137179
"Latvia","Producing Animals/Slaughtered","Meat, cattle",2016,103497,62196,1.66404591935173
"Latvia","Producing Animals/Slaughtered","Meat, pig",2006,501385,62196,8.06137050614187
"Latvia","Producing Animals/Slaughtered","Meat, cattle",2018,89710,62196,1.4423757154801
"Latvia","Producing Animals/Slaughtered","Meat, chicken",2014,17318,62196,0.278442343559071
"Latvia","Area harvested","Soybeans",2006,NA,62196,NA
"Latvia","Area harvested","Soybeans",1996,0,62196,0
"Latvia","Producing Animals/Slaughtered","Meat, pig",2002,456571,62196,7.34084185478166
"Latvia","Area harvested","Soybeans",1998,NA,62196,NA
"Latvia","Area harvested","Soybeans",1994,0,62196,0
"Latvia","Producing Animals/Slaughtered","Meat, pig",2004,489431,62196,7.86917165091003
"Latvia","Producing Animals/Slaughtered","Meat, cattle",2000,181720,62196,2.9217313010483
"Latvia","Producing Animals/Slaughtered","Meat, cattle",2002,107237,62196,1.72417840375587
"Latvia","Area harvested","Soybeans",2004,NA,62196,NA
"Latvia","Area harvested","Soybeans",2002,NA,62196,NA
"Latvia","Area harvested","Soybeans",2000,NA,62196,NA
"Lebanon","Producing Animals/Slaughtered","Meat, cattle",2010,301420,10230,29.4643206256109
"Lebanon","Producing Animals/Slaughtered","Meat, cattle",2008,222000,10230,21.7008797653959
"Lebanon","Producing Animals/Slaughtered","Meat, chicken",2006,77700,10230,7.59530791788856
"Lebanon","Producing Animals/Slaughtered","Meat, cattle",2006,247350,10230,24.1788856304985
"Lebanon","Producing Animals/Slaughtered","Meat, cattle",2004,251700,10230,24.6041055718475
"Lebanon","Producing Animals/Slaughtered","Meat, chicken",2008,80000,10230,7.82013685239492
"Lebanon","Producing Animals/Slaughtered","Meat, chicken",1998,60300,10230,5.89442815249267
"Lebanon","Producing Animals/Slaughtered","Meat, pig",1996,70000,10230,6.84261974584555
"Lebanon","Producing Animals/Slaughtered","Meat, chicken",2012,60000,10230,5.86510263929619
"Lebanon","Producing Animals/Slaughtered","Meat, cattle",1998,153800,10230,15.0342130987292
"Lebanon","Producing Animals/Slaughtered","Meat, chicken",2010,47000,10230,4.59433040078201
"Lebanon","Producing Animals/Slaughtered","Meat, pig",2002,34545,10230,3.37683284457478
"Lebanon","Producing Animals/Slaughtered","Meat, cattle",1990,71000,10230,6.94037145650049
"Lebanon","Producing Animals/Slaughtered","Meat, chicken",2000,66300,10230,6.48093841642229
"Lebanon","Producing Animals/Slaughtered","Meat, chicken",2004,76000,10230,7.42913000977517
"Lebanon","Producing Animals/Slaughtered","Meat, cattle",1994,180000,10230,17.5953079178886
"Lebanon","Producing Animals/Slaughtered","Meat, cattle",1992,206000,10230,20.1368523949169
"Lebanon","Producing Animals/Slaughtered","Meat, cattle",2012,206174,10230,20.1538611925709
"Lebanon","Producing Animals/Slaughtered","Meat, chicken",2002,71400,10230,6.97947214076246
"Lebanon","Producing Animals/Slaughtered","Meat, pig",2000,43640,10230,4.26588465298143
"Lebanon","Producing Animals/Slaughtered","Meat, pig",1992,78000,10230,7.62463343108504
"Lebanon","Producing Animals/Slaughtered","Meat, pig",1994,90000,10230,8.79765395894428
"Lebanon","Producing Animals/Slaughtered","Meat, cattle",2014,217000,10230,21.2121212121212
"Lebanon","Producing Animals/Slaughtered","Meat, cattle",2016,203270,10230,19.8699902248289
"Lebanon","Producing Animals/Slaughtered","Meat, pig",2006,18180,10230,1.77712609970674
"Lebanon","Producing Animals/Slaughtered","Meat, cattle",2018,231759,10230,22.6548387096774
"Lebanon","Producing Animals/Slaughtered","Meat, pig",1990,68000,10230,6.64711632453568
"Lebanon","Producing Animals/Slaughtered","Meat, cattle",1996,160000,10230,15.6402737047898
"Lebanon","Producing Animals/Slaughtered","Meat, cattle",2002,260000,10230,25.4154447702835
"Lebanon","Producing Animals/Slaughtered","Meat, chicken",1996,50350,10230,4.92179863147605
"Lebanon","Producing Animals/Slaughtered","Meat, chicken",2016,65125,10230,6.36608015640274
"Lebanon","Producing Animals/Slaughtered","Meat, pig",2004,21820,10230,2.13294232649071
"Lebanon","Producing Animals/Slaughtered","Meat, pig",1998,60000,10230,5.86510263929619
"Lebanon","Producing Animals/Slaughtered","Meat, cattle",2000,288000,10230,28.1524926686217
"Lebanon","Producing Animals/Slaughtered","Meat, pig",2008,15700,10230,1.5347018572825
"Lebanon","Producing Animals/Slaughtered","Meat, chicken",2018,67069,10230,6.55610948191593
"Lebanon","Producing Animals/Slaughtered","Meat, chicken",1990,50000,10230,4.88758553274682
"Lebanon","Producing Animals/Slaughtered","Meat, pig",2018,11827,10230,1.15610948191593
"Lebanon","Producing Animals/Slaughtered","Meat, chicken",1994,51800,10230,5.06353861192571
"Lebanon","Producing Animals/Slaughtered","Meat, chicken",2014,52939,10230,5.17487781036168
"Lebanon","Producing Animals/Slaughtered","Meat, pig",2010,14000,10230,1.36852394916911
"Lebanon","Producing Animals/Slaughtered","Meat, chicken",1992,48000,10230,4.69208211143695
"Lebanon","Producing Animals/Slaughtered","Meat, pig",2016,12054,10230,1.1782991202346
"Lebanon","Producing Animals/Slaughtered","Meat, pig",2014,14604,10230,1.42756598240469
"Lebanon","Producing Animals/Slaughtered","Meat, pig",2012,14000,10230,1.36852394916911
"Lesotho","Producing Animals/Slaughtered","Meat, chicken",2004,2500,30360,0.0823451910408432
"Lesotho","Producing Animals/Slaughtered","Meat, cattle",2004,78000,30360,2.56916996047431
"Lesotho","Producing Animals/Slaughtered","Meat, pig",2018,38912,30360,1.28168642951252
"Lesotho","Producing Animals/Slaughtered","Meat, cattle",2006,78000,30360,2.56916996047431
"Lesotho","Producing Animals/Slaughtered","Meat, chicken",2010,2000,30360,0.0658761528326746
"Lesotho","Producing Animals/Slaughtered","Meat, chicken",2006,2750,30360,0.0905797101449275
"Lesotho","Producing Animals/Slaughtered","Meat, cattle",1998,65000,30360,2.14097496706192
"Lesotho","Producing Animals/Slaughtered","Meat, chicken",2008,1900,30360,0.0625823451910408
"Lesotho","Producing Animals/Slaughtered","Meat, chicken",1998,2000,30360,0.0658761528326746
"Lesotho","Producing Animals/Slaughtered","Meat, chicken",2002,2450,30360,0.0806982872200264
"Lesotho","Producing Animals/Slaughtered","Meat, cattle",2000,78000,30360,2.56916996047431
"Lesotho","Producing Animals/Slaughtered","Meat, pig",2016,79465,30360,2.61742424242424
"Lesotho","Producing Animals/Slaughtered","Meat, cattle",2008,80000,30360,2.63504611330698
"Lesotho","Producing Animals/Slaughtered","Meat, cattle",2002,77500,30360,2.55270092226614
"Lesotho","Producing Animals/Slaughtered","Meat, cattle",2012,84000,30360,2.76679841897233
"Lesotho","Producing Animals/Slaughtered","Meat, pig",1996,54000,30360,1.77865612648221
"Lesotho","Producing Animals/Slaughtered","Meat, chicken",1996,2000,30360,0.0658761528326746
"Lesotho","Producing Animals/Slaughtered","Meat, cattle",2010,82000,30360,2.70092226613966
"Lesotho","Producing Animals/Slaughtered","Meat, cattle",1992,84000,30360,2.76679841897233
"Lesotho","Producing Animals/Slaughtered","Meat, chicken",1994,1750,30360,0.0576416337285902
"Lesotho","Producing Animals/Slaughtered","Meat, cattle",2014,77007,30360,2.53646245059289
"Lesotho","Producing Animals/Slaughtered","Meat, pig",1992,38000,30360,1.25164690382082
"Lesotho","Producing Animals/Slaughtered","Meat, chicken",2000,2250,30360,0.0741106719367589
"Lesotho","Producing Animals/Slaughtered","Meat, pig",1994,39000,30360,1.28458498023715
"Lesotho","Producing Animals/Slaughtered","Meat, cattle",1994,75000,30360,2.4703557312253
"Lesotho","Producing Animals/Slaughtered","Meat, cattle",1996,65000,30360,2.14097496706192
"Lesotho","Producing Animals/Slaughtered","Meat, pig",2014,66362,30360,2.18583662714097
"Lesotho","Producing Animals/Slaughtered","Meat, pig",1998,65000,30360,2.14097496706192
"Lesotho","Producing Animals/Slaughtered","Meat, chicken",2016,2300,30360,0.0757575757575758
"Lesotho","Producing Animals/Slaughtered","Meat, pig",2000,108000,30360,3.55731225296443
"Lesotho","Producing Animals/Slaughtered","Meat, chicken",2012,2000,30360,0.0658761528326746
"Lesotho","Producing Animals/Slaughtered","Meat, cattle",2018,54774,30360,1.80415019762846
"Lesotho","Producing Animals/Slaughtered","Meat, cattle",2016,57363,30360,1.88942687747036
"Lesotho","Producing Animals/Slaughtered","Meat, chicken",1990,1600,30360,0.0527009222661397
"Lesotho","Producing Animals/Slaughtered","Meat, chicken",1992,1370,30360,0.0451251646903821
"Lesotho","Producing Animals/Slaughtered","Meat, pig",1990,57000,30360,1.87747035573123
"Lesotho","Producing Animals/Slaughtered","Meat, chicken",2018,2307,30360,0.0759881422924901
"Lesotho","Producing Animals/Slaughtered","Meat, cattle",1990,63000,30360,2.07509881422925
"Lesotho","Producing Animals/Slaughtered","Meat, pig",2010,75000,30360,2.4703557312253
"Lesotho","Producing Animals/Slaughtered","Meat, pig",2002,86500,30360,2.84914361001318
"Lesotho","Producing Animals/Slaughtered","Meat, pig",2004,94000,30360,3.09617918313571
"Lesotho","Producing Animals/Slaughtered","Meat, chicken",2014,2100,30360,0.0691699604743083
"Lesotho","Producing Animals/Slaughtered","Meat, pig",2012,73000,30360,2.40447957839262
"Lesotho","Producing Animals/Slaughtered","Meat, pig",2008,82000,30360,2.70092226613966
"Lesotho","Producing Animals/Slaughtered","Meat, pig",2006,181000,30360,5.96179183135705
"Liberia","Producing Animals/Slaughtered","Meat, pig",2010,225500,96320,2.34115448504983
"Liberia","Area harvested","Soybeans",2006,7700,96320,0.0799418604651163
"Liberia","Producing Animals/Slaughtered","Meat, pig",2012,245000,96320,2.54360465116279
"Liberia","Producing Animals/Slaughtered","Meat, pig",2014,246216,96320,2.5562292358804
"Liberia","Producing Animals/Slaughtered","Meat, pig",2016,291113,96320,3.02235257475083
"Liberia","Area harvested","Soybeans",2002,7536,96320,0.0782392026578073
"Liberia","Area harvested","Soybeans",2008,8100,96320,0.0840946843853821
"Liberia","Producing Animals/Slaughtered","Meat, pig",2000,110000,96320,1.14202657807309
"Liberia","Producing Animals/Slaughtered","Meat, pig",2002,110000,96320,1.14202657807309
"Liberia","Producing Animals/Slaughtered","Meat, pig",2004,110000,96320,1.14202657807309
"Liberia","Area harvested","Soybeans",2000,7440,96320,0.0772425249169435
"Liberia","Producing Animals/Slaughtered","Meat, pig",2008,169580,96320,1.76058970099668
"Liberia","Area harvested","Soybeans",2012,7500,96320,0.0778654485049834
"Liberia","Area harvested","Soybeans",2014,7893,96320,0.0819455980066445
"Liberia","Area harvested","Soybeans",2010,7400,96320,0.0768272425249169
"Liberia","Area harvested","Soybeans",1998,6996,96320,0.0726328903654485
"Liberia","Producing Animals/Slaughtered","Meat, chicken",2000,8000,96320,0.0830564784053156
"Liberia","Producing Animals/Slaughtered","Meat, chicken",2002,9000,96320,0.0934385382059801
"Liberia","Producing Animals/Slaughtered","Meat, pig",2006,127500,96320,1.32371262458472
"Liberia","Producing Animals/Slaughtered","Meat, chicken",2008,12500,96320,0.129775747508306
"Liberia","Area harvested","Soybeans",2004,7501,96320,0.0778758305647841
"Liberia","Area harvested","Cocoa, beans",2014,52900,96320,0.54921096345515
"Liberia","Producing Animals/Slaughtered","Meat, chicken",2004,10000,96320,0.103820598006645
"Liberia","Area harvested","Soybeans",2016,7634,96320,0.0792566445182724
"Liberia","Producing Animals/Slaughtered","Meat, pig",1998,100000,96320,1.03820598006645
"Liberia","Area harvested","Cocoa, beans",2002,11274,96320,0.117047342192691
"Liberia","Area harvested","Cocoa, beans",2016,211888,96320,2.19983388704319
"Liberia","Area harvested","Cocoa, beans",2006,6000,96320,0.0622923588039867
